CityName;SubRegion;Region;Latitude;Longitude;Population
Октябрьский;Волгоградская область;Южный федеральный округ;47.969643;43.640747;109379
Трехгорный;Челябинская область;Уральский федеральный округ;54.799999;58.450001;0
Усть-Катав;Челябинская область;Уральский федеральный округ;54.93565;58.176769;23586
Еманжелинск;Челябинская область;Уральский федеральный округ;54.752899;61.32476;30218
Чебаркуль;Челябинская область;Уральский федеральный округ;54.99313;60.38583;43405
Челябинск;Челябинская область;Уральский федеральный округ;55.159889;61.40258;1130273
Южноуральск;Челябинская область;Уральский федеральный округ;54.44492;61.24419;37890
Юрюзань;Челябинская область;Уральский федеральный округ;54.878601;58.430759;12568
Вязовая;Челябинская область;Уральский федеральный округ;54.906101;58.37431;0
Анадырь;Чукотский автономный округ;Дальневосточный федеральный округ;64.736656;177.477371;13053
Лабытнанги;Ямало-Ненецкий автономный округ;Уральский федеральный округ;66.650665;66.416008;26948
Надым;Ямало-Ненецкий автономный округ;Уральский федеральный округ;65.535423;72.543503;46550
Новый Уренгой;Ямало-Ненецкий автономный округ;Уральский федеральный округ;66.094162;76.702522;104144
Ноябрьск;Ямало-Ненецкий автономный округ;Уральский федеральный округ;63.175701;75.41391;110572
Муравленко;Ямало-Ненецкий автономный округ;Уральский федеральный округ;63.760029;74.524429;33401
Салехард;Ямало-Ненецкий автономный округ;Уральский федеральный округ;66.530937;66.602432;42494
Тарко-сале;Ямало-Ненецкий автономный округ;Уральский федеральный округ;64.919746;77.78817;20372
Гаврилов-ям;Ярославская область;Центральный федеральный округ;57.30212;39.8568;17792
Ростов;Ярославская область;Центральный федеральный округ;57.19912;39.450359;31791
Рыбинск;Ярославская область;Центральный федеральный округ;58.049999;38.833332;200771
Мышкин;Ярославская область;Центральный федеральный округ;57.787491;38.442539;5932
Переславль-Залесский;Ярославская область;Центральный федеральный округ;56.742111;38.864559;41923
Углич;Ярославская область;Центральный федеральный округ;57.524689;38.332821;34505
Тутаев;Ярославская область;Центральный федеральный округ;57.615654;39.784031;41001
Ярославль;Ярославская область;Центральный федеральный округ;57.6301;39.865631;591486
Абдулино;Оренбургская область;Приволжский федеральный округ;53.677839;53.647263;0
Агидель;Республика Башкортостан;Приволжский федеральный округ;55.899835;53.92204;0
Агрыз;Республика Татарстан;Приволжский федеральный округ;56.526318;52.995266;0
Адыгейск;Республика Адыгея;Южный федеральный округ;44.884856;39.190567;0
Азнакаево;Республика Татарстан;Приволжский федеральный округ;54.859808;53.074533;0
Алагир;Республика Северная Осетия (Алания);Северо-Кавказский федеральный округ;43.041711;44.219875;0
Андреаполь;Тверская область;Центральный федеральный округ;56.65079;32.262023;0
Апшеронск;Краснодарский край;Южный федеральный округ;44.468327;39.736707;0
Аргун;Республика Чечня;Северо-Кавказский федеральный округ;56.694538;60.834315;0
Ардатов;Республика Мордовия;Приволжский федеральный округ;54.84656;46.241183;0
Ардон;Республика Северная Осетия (Алания);Северо-Кавказский федеральный округ;43.175598;44.295621;0
Аркадак;Саратовская область;Приволжский федеральный округ;51.938814;43.499849;0
Арск;Республика Татарстан;Приволжский федеральный округ;56.091311;49.876989;0
Артём;Приморский край;Дальневосточный федеральный округ;43.354804;132.18563;0
Артёмовский;Свердловская область;Уральский федеральный округ;57.338402;61.894651;0
Ахтубинск;Астраханская область;Южный федеральный округ;48.284884;46.164413;0
Бавлы;Республика Татарстан;Приволжский федеральный округ;54.406333;53.245896;0
Багратионовск;Калининградская область;Северо-Западный федеральный округ;54.386509;20.639638;0
Баймак;Республика Башкортостан;Приволжский федеральный округ;52.591257;58.311199;0
Бакал;Челябинская область;Уральский федеральный округ;54.938064;58.809171;0
Баксан;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;43.681939;43.534613;0
Балтийск;Калининградская область;Северо-Западный федеральный округ;54.644072;19.892177;0
Барыш;Ульяновская область;Приволжский федеральный округ;53.653468;47.118029;0
Бежецк;Тверская область;Центральный федеральный округ;57.78567;36.693871;0
Белая Холуница;Кировская область;Приволжский федеральный округ;57.78567;36.693871;0
Белебей;Республика Башкортостан;Приволжский федеральный округ;54.103441;54.111279;0
Белёв;Тульская область;Центральный федеральный округ;53.809934;36.130097;0
Белинский;Пензенская область;Приволжский федеральный округ;52.96562;43.408679;0
Белозерск;Вологодская область;Северо-Западный федеральный округ;60.030843;37.789016;0
Беломорск;Республика Карелия;Северо-Западный федеральный округ;64.53032;34.763328;0
Белоусово;Калужская область;Центральный федеральный округ;55.089516;36.657812;0
Белоярский;Ханты-Мансийский автономный округ;Уральский федеральный округ;63.716043;66.667588;0
Белый;Тверская область;Центральный федеральный округ;55.83385;32.938805;0
Бикин;Хабаровский край;Дальневосточный федеральный округ;46.818592;134.255034;0
Билибино;Чукотский автономный округ;Дальневосточный федеральный округ;68.057129;166.451139;0
Бирюч;Белгородская область;Центральный федеральный округ;50.648389;38.400553;0
Богородицк;Тульская область;Центральный федеральный округ;53.770694;38.131687;0
Бокситогорск;Ленинградская область;Северо-Западный федеральный округ;59.473572;33.847675;0
Болгар;Республика Татарстан;Приволжский федеральный округ;57.852118;114.198968;0
Болохово;Тульская область;Центральный федеральный округ;54.082107;37.82679;0
Болхов;Орловская область;Центральный федеральный округ;53.443097;36.005087;0
Бугульма;Республика Татарстан;Приволжский федеральный округ;54.536413;52.789489;0
Бугуруслан;Оренбургская область;Приволжский федеральный округ;53.6523;52.432606;0
Будённовск;Ставропольский край;Северо-Кавказский федеральный округ;44.781528;44.165024;0
Буинск;Республика Татарстан;Приволжский федеральный округ;54.964153;48.290142;0
Буй;Костромская область;Центральный федеральный округ;58.481719;41.533113;0
Валдай;Новгородская область;Северо-Западный федеральный округ;57.980199;33.246667;0
Велиж;Смоленская область;Центральный федеральный округ;55.603969;31.197214;0
Венёв;Тульская область;Центральный федеральный округ;54.350369;38.265527;0
Верещагино;Пермский край;Приволжский федеральный округ;58.079761;54.658083;0
Верея;Московская область;Центральный федеральный округ;55.343369;36.185694;0
Верхнеуральск;Челябинская область;Уральский федеральный округ;53.876143;59.216953;0
Верхний Тагил;Свердловская область;Уральский федеральный округ;53.876143;59.216953;0
Верхняя Тура;Свердловская область;Уральский федеральный округ;53.876143;59.216953;0
Верхотурье;Свердловская область;Уральский федеральный округ;58.862216;60.810213;0
Верхоянск;Республика Саха (Якутия);Дальневосточный федеральный округ;67.550161;133.390702;0
Весьегонск;Тверская область;Центральный федеральный округ;58.658355;37.259019;0
Ветлуга;Нижегородская область;Приволжский федеральный округ;57.852885;45.776099;0
Вилюйск;Республика Саха (Якутия);Дальневосточный федеральный округ;63.751722;121.627326;0
Вичуга;Ивановская область;Центральный федеральный округ;57.217138;41.918149;0
Волгореченск;Костромская область;Центральный федеральный округ;57.439464;41.157456;0
Володарск;Нижегородская область;Приволжский федеральный округ;56.21695;43.159729;0
Ворсма;Нижегородская область;Приволжский федеральный округ;55.98999;43.271955;0
Вуктыл;Республика Коми;Северо-Западный федеральный округ;63.844407;57.29984;0
Высоковск;Московская область;Центральный федеральный округ;56.320243;36.551236;0
Высоцк;Ленинградская область;Северо-Западный федеральный округ;60.625264;28.568016;0
Вытегра;Вологодская область;Северо-Западный федеральный округ;61.006355;36.449511;0
Вышний Волочёк;Тверская область;Центральный федеральный округ;61.006355;36.449511;0
Вяземский;Хабаровский край;Дальневосточный федеральный округ;47.535352;134.755297;0
Вязники;Владимирская область;Центральный федеральный округ;56.247021;42.158862;0
Гаврилов Посад;Ивановская область;Центральный федеральный округ;55.205944;34.298037;0
Гаджиево;Мурманская область;Северо-Западный федеральный округ;69.249049;33.315262;0
Гвардейск;Калининградская область;Северо-Западный федеральный округ;54.647708;21.071341;0
Гдов;Псковская область;Северо-Западный федеральный округ;58.744393;27.819585;0
Горбатов;Нижегородская область;Приволжский федеральный округ;56.130869;43.062701;0
Городовиковск;Республика Калмыкия;Южный федеральный округ;46.083105;41.936052;0
Гороховец;Владимирская область;Центральный федеральный округ;56.201695;42.691194;0
Горячий Ключ;Краснодарский край;Южный федеральный округ;56.201695;42.691194;0
Грайворон;Белгородская область;Центральный федеральный округ;50.486223;35.666351;0
Грязи;Липецкая область;Центральный федеральный округ;52.496186;39.95533;0
Губкинский;Ямало-Ненецкий автономный округ;Уральский федеральный округ;51.18651;37.380687;0
Гусев;Калининградская область;Северо-Западный федеральный округ;54.591841;22.201117;0
Гусь-Хрустальный;Владимирская область;Центральный федеральный округ;55.619818;40.657902;0
Давлеканово;Республика Башкортостан;Приволжский федеральный округ;54.222727;55.03127;0
Дагестанские Огни;Республика Дагестан;Северо-Кавказский федеральный округ;54.222727;55.03127;0
Данилов;Ярославская область;Центральный федеральный округ;58.187861;40.174815;0
Данков;Липецкая область;Центральный федеральный округ;53.246197;39.134414;0
Дегтярск;Свердловская область;Уральский федеральный округ;56.698463;60.086674;0
Демидов;Смоленская область;Центральный федеральный округ;55.26444;31.515011;0
Дигора;Республика Северная Осетия (Алания);Северо-Кавказский федеральный округ;43.156732;44.155035;0
Дмитриев;Курская область;Центральный федеральный округ;52.127774;35.080353;0
Дмитровск;Орловская область;Центральный федеральный округ;52.505434;35.14151;0
Дно;Псковская область;Северо-Западный федеральный округ;57.826914;29.962992;0
Долинск;Сахалинская область;Дальневосточный федеральный округ;47.32624;142.79344;0
Донской;Тульская область;Центральный федеральный округ;47.992758;37.915058;0
Дорогобуж;Смоленская область;Центральный федеральный округ;54.912677;33.297035;0
Дрезна;Московская область;Центральный федеральный округ;55.741404;38.842371;0
Духовщина;Смоленская область;Центральный федеральный округ;55.191351;32.414171;0
Дюртюли;Республика Башкортостан;Приволжский федеральный округ;55.48529;54.873463;0
Ельня;Смоленская область;Центральный федеральный округ;54.575906;33.182734;0
Емва;Республика Коми;Северо-Западный федеральный округ;62.598375;50.886569;0
Ермолино;Калужская область;Центральный федеральный округ;55.197204;36.5952;0
Ершов;Саратовская область;Приволжский федеральный округ;51.352068;48.283494;0
Жердевка;Тамбовская область;Центральный федеральный округ;51.842282;41.461796;0
Жигулёвск;Самарская область;Приволжский федеральный округ;53.401714;49.494657;0
Жиздра;Калужская область;Центральный федеральный округ;53.749114;34.734447;0
Жуков;Калужская область;Центральный федеральный округ;55.03167;36.746503;0
Завитинск;Амурская область;Дальневосточный федеральный округ;50.106518;129.439309;0
Заводоуковск;Тюменская область;Уральский федеральный округ;56.508808;66.539174;0
Заволжск;Ивановская область;Центральный федеральный округ;57.491737;42.137491;0
Задонск;Липецкая область;Центральный федеральный округ;52.391972;38.919456;0
Заинск;Республика Татарстан;Приволжский федеральный округ;55.298984;52.006391;0
Заозёрск;Мурманская область;Северо-Западный федеральный округ;69.400373;32.450139;0
Западная Двина;Тверская область;Центральный федеральный округ;69.400373;32.450139;0
Звенигово;Республика Марий Эл;Приволжский федеральный округ;55.972312;48.01532;0
Зверево;Ростовская область;Южный федеральный округ;55.499999;36.926211;0
Зеленоградск;Калининградская область;Северо-Западный федеральный округ;54.95993;20.475354;0
Зеленодольск;Республика Татарстан;Приволжский федеральный округ;55.846906;48.500617;0
Зея;Амурская область;Дальневосточный федеральный округ;53.734033;127.265889;0
Злынка;Брянская область;Центральный федеральный округ;52.427384;31.737075;0
Знаменск;Астраханская область;Южный федеральный округ;48.586634;45.736744;0
Зубцов;Тверская область;Центральный федеральный округ;56.176143;34.58256;0
Зуевка;Кировская область;Приволжский федеральный округ;58.403217;51.133426;0
Ивангород;Ленинградская область;Северо-Западный федеральный округ;59.376655;28.223117;0
Ивдель;Свердловская область;Уральский федеральный округ;60.697349;60.41729;0
Избербаш;Республика Дагестан;Северо-Кавказский федеральный округ;42.565141;47.871078;0
Инза;Ульяновская область;Приволжский федеральный округ;53.857035;46.351649;0
Иннополис;Республика Татарстан;Приволжский федеральный округ;55.75208;48.744609;0
Инсар;Республика Мордовия;Приволжский федеральный округ;53.866508;44.372248;0
Ирбит;Свердловская область;Уральский федеральный округ;57.683819;63.057664;0
Ишим;Тюменская область;Уральский федеральный округ;56.11055;69.479639;0
Кадников;Вологодская область;Северо-Западный федеральный округ;59.503767;40.34404;0
Калининск;Саратовская область;Приволжский федеральный округ;51.499671;44.48548;0
Камбарка;Республика Удмуртия;Приволжский федеральный округ;56.266057;54.193358;0
Каменногорск;Ленинградская область;Северо-Западный федеральный округ;60.95081;29.130882;0
Камешково;Владимирская область;Центральный федеральный округ;56.348916;40.995588;0
Камызяк;Астраханская область;Южный федеральный округ;46.110571;48.073235;0
Камышлов;Свердловская область;Уральский федеральный округ;56.846578;62.712288;0
Карабаново;Владимирская область;Центральный федеральный округ;56.313269;38.703438;0
Карабулак;Республика Ингушетия;Северо-Кавказский федеральный округ;43.305594;44.909404;0
Карачаевск;Республика Карачаево-Черкессия;Северо-Кавказский федеральный округ;43.773167;41.914313;0
Карачев;Брянская область;Центральный федеральный округ;53.121594;34.982796;0
Каргополь;Архангельская область;Северо-Западный федеральный округ;61.505339;38.948166;0
Карпинск;Свердловская область;Уральский федеральный округ;59.766534;60.001227;0
Карталы;Челябинская область;Уральский федеральный округ;53.053681;60.647753;0
Касли;Челябинская область;Уральский федеральный округ;55.893652;60.765918;0
Катав-Ивановск;Челябинская область;Уральский федеральный округ;54.752074;58.198443;0
Катайск;Курганская область;Уральский федеральный округ;56.283235;62.58365;0
Кашин;Тверская область;Центральный федеральный округ;57.358381;37.61344;0
Кемь;Республика Карелия;Северо-Западный федеральный округ;64.955532;34.598371;0
Кизилюрт;Республика Дагестан;Северо-Кавказский федеральный округ;43.204637;46.866878;0
Кимовск;Тульская область;Центральный федеральный округ;53.972149;38.533063;0
Кингисепп;Ленинградская область;Северо-Западный федеральный округ;59.374028;28.611297;0
Киреевск;Тульская область;Центральный федеральный округ;53.934944;37.928542;0
Кирс;Кировская область;Приволжский федеральный округ;59.339987;52.241516;0
Кирсанов;Тамбовская область;Центральный федеральный округ;52.650646;42.728663;0
Клинцы;Брянская область;Центральный федеральный округ;52.753143;32.233852;0
Княгинино;Нижегородская область;Приволжский федеральный округ;55.820566;45.032249;0
Ковдор;Мурманская область;Северо-Западный федеральный округ;67.562914;30.474025;0
Ковылкино;Республика Мордовия;Приволжский федеральный округ;54.039201;43.919056;0
Козельск;Калужская область;Центральный федеральный округ;54.034823;35.78226;0
Козловка;Республика Чувашия;Приволжский федеральный округ;55.840386;48.245127;0
Козьмодемьянск;Республика Марий Эл;Приволжский федеральный округ;56.344167;46.568107;0
Кологрив;Костромская область;Центральный федеральный округ;58.826929;44.318762;0
Коммунар;Ленинградская область;Северо-Западный федеральный округ;59.621609;30.393483;0
Кондрово;Калужская область;Центральный федеральный округ;54.80743;35.926647;0
Кораблино;Рязанская область;Центральный федеральный округ;53.926812;40.034463;0
Кореновск;Краснодарский край;Южный федеральный округ;45.462742;39.448033;0
Королёв;Московская область;Центральный федеральный округ;55.922212;37.854629;0
Короча;Белгородская область;Центральный федеральный округ;50.811036;37.194942;0
Костерёво;Владимирская область;Центральный федеральный округ;55.933701;39.624732;0
Костомукша;Республика Карелия;Северо-Западный федеральный округ;64.588014;30.598361;0
Котельнич;Кировская область;Приволжский федеральный округ;58.303426;48.347508;0
Котлас;Архангельская область;Северо-Западный федеральный округ;61.25297;46.633217;0
Кохма;Ивановская область;Центральный федеральный округ;56.932531;41.093208;0
Красавино;Вологодская область;Северо-Западный федеральный округ;60.961377;46.481474;0
Краснозаводск;Московская область;Центральный федеральный округ;56.439338;38.245261;0
Октябрьский;Республика Башкортостан;Приволжский федеральный округ;54.48505;53.455421;109379
КрасныйКут;Саратовская область;Приволжский федеральный округ;56.010563;92.852572;0
КрасныйСулин;Ростовская область;Южный федеральный округ;56.010563;92.852572;0
КрасныйХолм;Тверская область;Центральный федеральный округ;56.010563;92.852572;0
Кремёнки;Калужская область;Центральный федеральный округ;54.887036;37.116232;0
Кропоткин;Краснодарский край;Южный федеральный округ;45.434686;40.575994;0
Кубинка;Московская область;Центральный федеральный округ;55.575556;36.695209;0
Кувандык;Оренбургская область;Приволжский федеральный округ;51.478483;57.361168;0
Кувшиново;Тверская область;Центральный федеральный округ;57.028957;34.165877;0
Кудрово;Ленинградская область;Северо-Западный федеральный округ;59.908489;30.513569;0
Кукмор;Республика Татарстан;Приволжский федеральный округ;56.186599;50.893981;0
Курильск;Сахалинская область;Дальневосточный федеральный округ;45.225174;147.883761;0
Курлово;Владимирская область;Центральный федеральный округ;55.454968;40.611208;0
Куровское;Московская область;Центральный федеральный округ;55.579144;38.920866;0
Куртамыш;Курганская область;Уральский федеральный округ;54.912459;64.433505;0
Курчалой;Республика Чечня;Северо-Кавказский федеральный округ;43.20463;46.088955;0
Куса;Челябинская область;Уральский федеральный округ;55.338597;59.438603;0
Лабинск;Краснодарский край;Южный федеральный округ;44.635387;40.724459;0
Лагань;Республика Калмыкия;Южный федеральный округ;45.392947;47.355202;0
Ладушкин;Калининградская область;Северо-Западный федеральный округ;54.569116;20.172954;0
Лаишево;Республика Татарстан;Приволжский федеральный округ;55.402449;49.543328;0
Лакинск;Владимирская область;Центральный федеральный округ;56.018001;39.956525;0
Лахденпохья;Республика Карелия;Северо-Западный федеральный округ;61.518857;30.199491;0
Ливны;Орловская область;Центральный федеральный округ;52.426549;37.608041;0
Ликино-Дулёво;Московская область;Центральный федеральный округ;55.707786;38.957742;0
Липки;Тульская область;Центральный федеральный округ;53.94175;37.701915;0
Лихославль;Тверская область;Центральный федеральный округ;57.122219;35.466808;0
Лодейное Поле;Ленинградская область;Северо-Западный федеральный округ;56.012269;37.474821;0
Луза;Кировская область;Приволжский федеральный округ;60.629099;47.261229;0
Лукоянов;Нижегородская область;Приволжский федеральный округ;55.032697;44.493349;0
Льгов;Курская область;Центральный федеральный округ;51.656942;35.259432;0
Любань;Ленинградская область;Северо-Западный федеральный округ;52.798914;27.993481;0
Любим;Ярославская область;Центральный федеральный округ;58.362004;40.686873;0
Людиново;Калужская область;Центральный федеральный округ;53.864607;34.447678;0
Лянтор;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.620663;72.155352;0
Магас;Республика Ингушетия;Северо-Кавказский федеральный округ;43.171501;44.81624;0
Майский;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;44.605753;40.093069;0
Макарьев;Костромская область;Центральный федеральный округ;57.880009;43.807836;0
Макушино;Курганская область;Уральский федеральный округ;55.205024;67.248601;0
Малая Вишера;Новгородская область;Северо-Западный федеральный округ;55.205024;67.248601;0
Малгобек;Республика Ингушетия;Северо-Кавказский федеральный округ;43.509645;44.590188;0
Малмыж;Кировская область;Приволжский федеральный округ;56.524461;50.678232;0
Малоархангельск;Орловская область;Центральный федеральный округ;52.400974;36.502107;0
Мамадыш;Республика Татарстан;Приволжский федеральный округ;55.717771;51.410224;0
Мамоново;Калининградская область;Северо-Западный федеральный округ;54.463785;19.942267;0
Мантурово;Костромская область;Центральный федеральный округ;58.328617;44.757292;0
Мариинский Посад;Республика Чувашия;Приволжский федеральный округ;56.206952;87.742263;0
Мглин;Брянская область;Центральный федеральный округ;53.061069;32.847806;0
Медынь;Калужская область;Центральный федеральный округ;54.968784;35.857701;0
Межгорье;Республика Башкортостан;Приволжский федеральный округ;54.239989;57.961225;0
Мезень;Архангельская область;Северо-Западный федеральный округ;65.839904;44.25314;0
Меленки;Владимирская область;Центральный федеральный округ;55.338715;41.63403;0
Мелеуз;Республика Башкортостан;Приволжский федеральный округ;52.958964;55.92831;0
Мензелинск;Республика Татарстан;Приволжский федеральный округ;55.719972;53.101429;0
Мещовск;Калужская область;Центральный федеральный округ;54.321476;35.278081;0
Миньяр;Челябинская область;Уральский федеральный округ;55.070912;57.548458;0
Михайлов;Рязанская область;Центральный федеральный округ;54.232506;39.023508;0
Первомайск;Нижегородская область;Приволжский федеральный округ;54.867371;43.821091;14567
Моздок;Республика Северная Осетия (Алания);Северо-Кавказский федеральный округ;43.735413;44.653878;0
Моршанск;Тамбовская область;Центральный федеральный округ;53.443611;41.811627;0
Мосальск;Калужская область;Центральный федеральный округ;54.491307;34.984197;0
Мураши;Кировская область;Приволжский федеральный округ;59.3956;48.963851;0
Мценск;Орловская область;Центральный федеральный округ;53.278939;36.575006;0
Наволоки;Ивановская область;Центральный федеральный округ;57.470588;41.957765;0
Нариманов;Астраханская область;Южный федеральный округ;46.690301;47.853623;0
Нарткала;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;43.556734;43.862022;0
Невель;Псковская область;Северо-Западный федеральный округ;56.02022;29.923969;0
Невельск;Сахалинская область;Дальневосточный федеральный округ;46.652828;141.863126;0
Нелидово;Тверская область;Центральный федеральный округ;56.223296;32.776587;0
Неман;Калининградская область;Северо-Западный федеральный округ;55.038836;22.028146;0
Нестеров;Калининградская область;Северо-Западный федеральный округ;54.631368;22.571357;0
Нея;Костромская область;Центральный федеральный округ;58.294389;43.878192;0
Нижний Ломов;Пензенская область;Приволжский федеральный округ;54.901233;99.026387;0
Радужный;Владимирская область;Центральный федеральный округ;56.004391;40.33894;18212
Радужный;Ханты-Мансийский автономный округ;Уральский федеральный округ;62.106319;77.480377;18212
Никольское;Ленинградская область;Северо-Западный федеральный округ;59.704642;30.788966;0
Новая Ладога;Ленинградская область;Северо-Западный федеральный округ;59.704642;30.788966;0
Новая Ляля;Свердловская область;Уральский федеральный округ;59.704642;30.788966;0
Новозыбков;Брянская область;Центральный федеральный округ;52.536717;31.933222;0
Новоржев;Псковская область;Северо-Западный федеральный округ;57.029623;29.332419;0
Новосиль;Орловская область;Центральный федеральный округ;52.974633;37.043756;0
Новосокольники;Псковская область;Северо-Западный федеральный округ;56.340749;30.152761;0
Новоузенск;Саратовская область;Приволжский федеральный округ;50.466326;48.132119;0
Новоульяновск;Ульяновская область;Приволжский федеральный округ;54.151718;48.384824;0
Новохопёрск;Воронежская область;Центральный федеральный округ;51.100286;41.631452;0
Нолинск;Кировская область;Приволжский федеральный округ;57.559708;49.935712;0
Нурлат;Республика Татарстан;Приволжский федеральный округ;54.428117;50.804958;0
Нюрба;Республика Саха (Якутия);Дальневосточный федеральный округ;63.278463;118.336617;0
Нягань;Ханты-Мансийский автономный округ;Уральский федеральный округ;62.145759;65.433654;0
Нязепетровск;Челябинская область;Уральский федеральный округ;56.053673;59.609678;0
Няндома;Архангельская область;Северо-Западный федеральный округ;61.669822;40.204388;0
Облучье;Еврейская автономная область;Дальневосточный федеральный округ;49.018898;131.053914;0
Обоянь;Курская область;Центральный федеральный округ;51.20995;36.26744;0
Троицк;Московская область;Центральный федеральный округ;55.49654;37.318432;39874
Троицк;Челябинская область;Уральский федеральный округ;54.110538;61.580051;39874
Озёры;Московская область;Центральный федеральный округ;54.854087;38.559824;0
Октябрьск;Самарская область;Приволжский федеральный округ;53.164038;48.670668;0
Окуловка;Новгородская область;Северо-Западный федеральный округ;58.377145;33.298679;0
Олёкминск;Республика Саха (Якутия);Дальневосточный федеральный округ;60.375796;120.406013;0
Олонец;Республика Карелия;Северо-Западный федеральный округ;60.979719;32.972034;0
Омутнинск;Кировская область;Приволжский федеральный округ;58.66406;52.177152;0
Онега;Архангельская область;Северо-Западный федеральный округ;63.914485;38.086646;0
Опочка;Псковская область;Северо-Западный федеральный округ;56.714151;28.658881;0
Орёл;Орловская область;Центральный федеральный округ;52.970371;36.063837;0
Осташков;Тверская область;Центральный федеральный округ;57.142872;33.115441;0
Остров;Псковская область;Северо-Западный федеральный округ;57.345188;28.343806;0
Островной;Мурманская область;Северо-Западный федеральный округ;68.05439;39.514105;0
Острогожск;Воронежская область;Центральный федеральный округ;50.860139;39.082365;0
Отрадный;Самарская область;Приволжский федеральный округ;51.691727;39.21793;0
Оха;Сахалинская область;Дальневосточный федеральный округ;53.584521;142.947186;0
Оханск;Пермский край;Приволжский федеральный округ;57.72193;55.388656;0
Очёр;Пермский край;Приволжский федеральный округ;57.886894;54.715602;0
Павловск;Воронежская область;Центральный федеральный округ;59.686411;30.431598;0
Партизанск;Приморский край;Дальневосточный федеральный округ;43.119813;133.123246;0
Певек;Чукотский автономный округ;Дальневосточный федеральный округ;69.701761;170.299935;0
Перевоз;Нижегородская область;Приволжский федеральный округ;55.596849;44.544931;0
Пестово;Новгородская область;Северо-Западный федеральный округ;58.599071;35.798098;0
Петров Вал;Волгоградская область;Южный федеральный округ;58.599071;35.798098;0
Петровск;Саратовская область;Приволжский федеральный округ;52.314023;45.389931;0
Петухово;Курганская область;Уральский федеральный округ;55.065035;67.887375;0
Петушки;Владимирская область;Центральный федеральный округ;55.930967;39.4599;0
Печоры;Псковская область;Северо-Западный федеральный округ;57.813934;27.609064;0
Пикалёво;Ленинградская область;Северо-Западный федеральный округ;59.513113;34.177303;0
Пионерский;Калининградская область;Северо-Западный федеральный округ;54.949482;20.224841;0
Плавск;Тульская область;Центральный федеральный округ;53.706843;37.291987;0
Плёс;Ивановская область;Центральный федеральный округ;57.460578;41.512254;0
Поворино;Воронежская область;Центральный федеральный округ;51.190773;42.245576;0
Подпорожье;Ленинградская область;Северо-Западный федеральный округ;60.912784;34.156813;0
Покачи;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.742253;75.59412;0
Покровск;Республика Саха (Якутия);Дальневосточный федеральный округ;61.48424;129.148219;0
Полесск;Калининградская область;Северо-Западный федеральный округ;54.862777;21.109879;0
ПолярныеЗори;Мурманская область;Северо-Западный федеральный округ;54.605443;86.280901;0
Полярный;Мурманская область;Северо-Западный федеральный округ;69.198909;33.451033;0
Порхов;Псковская область;Северо-Западный федеральный округ;57.764855;29.553145;0
Почеп;Брянская область;Центральный федеральный округ;52.92913;33.454267;0
Починок;Смоленская область;Центральный федеральный округ;54.406265;32.439782;0
Пошехонье;Ярославская область;Центральный федеральный округ;58.503749;39.12005;0
Правдинск;Калининградская область;Северо-Западный федеральный округ;54.44634;21.018817;0
Приволжск;Ивановская область;Центральный федеральный округ;57.380662;41.28083;0
Приозерск;Ленинградская область;Северо-Западный федеральный округ;61.036554;30.119838;0
Пролетарск;Ростовская область;Южный федеральный округ;46.703849;41.727544;0
Прохладный;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;43.758962;44.010083;0
Пугачёв;Саратовская область;Приволжский федеральный округ;52.014871;48.795588;0
Пудож;Республика Карелия;Северо-Западный федеральный округ;61.80589;36.533;0
Пустошка;Псковская область;Северо-Западный федеральный округ;56.337526;29.36678;0
Пучеж;Ивановская область;Центральный федеральный округ;56.982087;43.168406;0
Пыталово;Псковская область;Северо-Западный федеральный округ;57.063925;27.92396;0
Райчихинск;Амурская область;Дальневосточный федеральный округ;49.794114;129.411255;0
Рассказово;Тамбовская область;Центральный федеральный округ;52.653842;41.874302;0
Реж;Свердловская область;Уральский федеральный округ;57.373772;61.391639;0
Ржев;Тверская область;Центральный федеральный округ;56.262877;34.329065;0
Родники;Ивановская область;Центральный федеральный округ;57.107152;41.733366;0
Рошаль;Московская область;Центральный федеральный округ;55.663283;39.862759;0
Ртищево;Саратовская область;Приволжский федеральный округ;52.257455;43.785657;0
Рыбное;Рязанская область;Центральный федеральный округ;54.730806;39.505463;0
Рыльск;Курская область;Центральный федеральный округ;51.571431;34.683288;0
Сасово;Рязанская область;Центральный федеральный округ;54.349928;41.924087;0
Светогорск;Ленинградская область;Северо-Западный федеральный округ;61.111193;28.87268;0
Себеж;Псковская область;Северо-Западный федеральный округ;56.277398;28.484814;0
Северо-Курильск;Сахалинская область;Дальневосточный федеральный округ;50.676327;156.124106;0
Североморск;Мурманская область;Северо-Западный федеральный округ;69.076153;33.416215;0
Североуральск;Свердловская область;Уральский федеральный округ;60.153281;59.952556;0
Севск;Брянская область;Центральный федеральный округ;52.156089;34.495091;0
Сельцо;Брянская область;Центральный федеральный округ;53.373933;34.105932;0
Семёнов;Нижегородская область;Приволжский федеральный округ;56.789012;44.490331;0
Семилуки;Воронежская область;Центральный федеральный округ;51.695255;39.018953;0
