CityName;SubRegion;Region;Latitude;Longitude;Population
Исилькуль;Омская область;Сибирский федеральный округ;54.9093;71.2823;25905
Калачинск;Омская область;Сибирский федеральный округ;55.0422;74.5689;24000
Усолье-Сибирское;Иркутская область;Сибирский федеральный округ;52.7606;103.6383;83364
Тара;Омская область;Сибирский федеральный округ;56.9084;74.3722;26664
Тюкалинск;Омская область;Сибирский федеральный округ;55.8699;72.1967;12050
Гай;Оренбургская область;Приволжский федеральный округ;51.467739;58.454739;38302
Бузулук;Оренбургская область;Приволжский федеральный округ;52.78524;52.25264;82816
Орск;Оренбургская область;Приволжский федеральный округ;51.21838;58.62038;238006
Оренбург;Оренбургская область;Приволжский федеральный округ;51.768242;55.10371;570329
Новотроицк;Оренбургская область;Приволжский федеральный округ;51.208981;58.303089;97914
Медногорск;Оренбургская область;Приволжский федеральный округ;51.407261;57.581749;27253
Саракташ;Оренбургская область;Приволжский федеральный округ;51.791828;56.35215;0
Ясный;Оренбургская область;Приволжский федеральный округ;51.022987;59.873898;16082
Орел;Орловская область;Центральный федеральный округ;52.968452;36.069492;0
Заречный;Пензенская область;Приволжский федеральный округ;53.201141;45.192661;63579
Кузнецк;Пензенская область;Приволжский федеральный округ;53.117298;46.612091;88886
Пенза;Пензенская область;Приволжский федеральный округ;53.200932;45.010422;519592
Гремячинск;Пермский край;Приволжский федеральный округ;58.566589;57.841808;11005
Александровск;Пермский край;Приволжский федеральный округ;59.159248;57.604019;15022
Горнозаводск;Пермский край;Приволжский федеральный округ;58.37532;58.322899;12334
Губаха;Пермский край;Приволжский федеральный округ;58.864891;57.603008;27544
Березовка;Пермский край;Приволжский федеральный округ;57.602451;57.302979;0
Березники;Пермский край;Приволжский федеральный округ;59.40147;56.79948;156350
Карагай;Пермский край;Приволжский федеральный округ;58.27116;54.938831;0
Красновишерск;Пермский край;Приволжский федеральный округ;60.400269;57.086712;17129
Краснокамск;Пермский край;Приволжский федеральный округ;58.079781;55.731541;52632
Кизел;Пермский край;Приволжский федеральный округ;59.043308;57.65451;20277
Кунгур;Пермский край;Приволжский федеральный округ;57.42989;56.950008;67857
Кудымкар;Пермский край;Приволжский федеральный округ;59.009411;54.668381;30711
Лысьва;Пермский край;Приволжский федеральный округ;58.10038;57.804329;67712
Орда;Пермский край;Приволжский федеральный округ;57.195591;56.920021;0
Оса;Пермский край;Приволжский федеральный округ;57.283428;55.454708;22420
Нытва;Пермский край;Приволжский федеральный округ;57.940529;55.331322;19041
Пермь;Пермский край;Приволжский федеральный округ;57.997169;56.235279;1000679
Песьянка;Пермский край;Приволжский федеральный округ;57.320801;55.79562;0
Очер;Пермский край;Приволжский федеральный округ;57.881401;54.720558;0
Соликамск;Пермский край;Приволжский федеральный округ;59.63625;56.766788;97239
Добрянка;Пермский край;Приволжский федеральный округ;58.4603;56.408859;35720
Чайковский;Пермский край;Приволжский федеральный округ;56.764381;54.106319;82933
Чусовой;Пермский край;Приволжский федеральный округ;58.288189;57.82666;46740
Чернушка;Пермский край;Приволжский федеральный округ;56.502522;56.087399;33275
Галенки;Приморский край;Дальневосточный федеральный округ;44.072861;131.788712;0
Арсеньев;Приморский край;Дальневосточный федеральный округ;44.161789;133.285507;56742
Артем;Приморский край;Дальневосточный федеральный округ;43.355728;132.186676;0
Владивосток;Приморский край;Дальневосточный федеральный округ;43.130692;131.923828;592069
Вольно-Надеждинское;Приморский край;Дальневосточный федеральный округ;43.376041;131.986115;0
Большой Камень;Приморский край;Дальневосточный федеральный округ;43.110992;132.347;40701
Кавалерово;Приморский край;Дальневосточный федеральный округ;44.268311;135.045761;0
Камень-Рыболов;Приморский край;Дальневосточный федеральный округ;44.745392;132.03688;0
Кировский;Приморский край;Дальневосточный федеральный округ;45.095451;133.495911;0
Лучегорск;Приморский край;Дальневосточный федеральный округ;46.438591;134.301895;0
Лесозаводск;Приморский край;Дальневосточный федеральный округ;45.483021;133.431641;36975
Находка;Приморский край;Дальневосточный федеральный округ;42.781738;132.8591;159695
Михайловск;Ставропольский край;Северо-Кавказский федеральный округ;45.129667;42.028803;0
Ольга;Приморский край;Дальневосточный федеральный округ;43.74754;135.28653;0
Новошахтинский;Приморский край;Дальневосточный федеральный округ;44.027599;132.159027;0
Покровка;Приморский край;Дальневосточный федеральный округ;43.955009;131.628235;0
Славянка;Приморский край;Дальневосточный федеральный округ;42.870541;131.371567;0
Спасск-Дальний;Приморский край;Дальневосточный федеральный округ;44.597721;132.825012;44166
Трудовое;Приморский край;Дальневосточный федеральный округ;43.301418;132.085281;0
Хороль;Приморский край;Дальневосточный федеральный округ;44.425419;132.073868;0
Фокино;Приморский край;Дальневосточный федеральный округ;42.970631;132.406738;13874
Уссурийск;Приморский край;Дальневосточный федеральный округ;43.816299;131.989365;157946
Терней;Приморский край;Дальневосточный федеральный округ;45.042881;136.604675;0
Дальнегорск;Приморский край;Дальневосточный федеральный округ;44.560822;135.570251;37503
Дальнереченск;Приморский край;Дальневосточный федеральный округ;45.928711;133.738235;27601
Черниговка;Приморский край;Дальневосточный федеральный округ;44.340469;132.56311;0
Яковлевка;Приморский край;Дальневосточный федеральный округ;44.42178;133.467896;0
Великие Луки;Псковская область;Северо-Западный федеральный округ;56.346821;30.539;98778
Псков;Псковская область;Северо-Западный федеральный округ;57.824371;28.33049;203974
Майкоп;Республика Адыгея;Южный федеральный округ;44.609138;40.113209;144246
Байконур;Республика Алтай;Сибирский федеральный округ;45.628231;63.304562;0
Горно-Алтайск;Республика Алтай;Сибирский федеральный округ;51.958118;85.971291;56928
Бирск;Республика Башкортостан;Приволжский федеральный округ;55.417511;55.5452;41637
Белорецк;Республика Башкортостан;Приволжский федеральный округ;53.967201;58.416611;68804
Кумертау;Республика Башкортостан;Приволжский федеральный округ;52.769329;55.793468;62854
Ишимбай;Республика Башкортостан;Приволжский федеральный округ;53.452728;56.03434;66259
Нефтекамск;Республика Башкортостан;Приволжский федеральный округ;56.091728;54.261662;121757
Салават;Республика Башкортостан;Приволжский федеральный округ;53.359249;55.92992;156085
Сибай;Республика Башкортостан;Приволжский федеральный округ;52.710079;58.6637;62732
Стерлитамак;Республика Башкортостан;Приволжский федеральный округ;53.622341;55.957581;273432
Уфа;Республика Башкортостан;Приволжский федеральный округ;54.7355;55.991982;1062300
Туймазы;Республика Башкортостан;Приволжский федеральный округ;54.601742;53.725471;66849
Учалы;Республика Башкортостан;Приволжский федеральный округ;54.302628;59.424255;37771
Янаул;Республика Башкортостан;Приволжский федеральный округ;56.280769;54.933048;26988
Баргузин;Республика Бурятия;Сибирский федеральный округ;53.62495;109.627777;0
Черемхово;Иркутская область;Сибирский федеральный округ;53.1369;103.0931;52650
Кабанск;Республика Бурятия;Сибирский федеральный округ;52.055775;106.63208;0
Черепаново;Новосибирская область;Сибирский федеральный округ;54.221;83.37;19346
Таксимо;Республика Бурятия;Сибирский федеральный округ;56.339352;114.892342;0
Улан-Удэ;Республика Бурятия;Сибирский федеральный округ;51.840839;107.608093;404357
Буйнакск;Республика Дагестан;Северо-Кавказский федеральный округ;42.820629;47.117901;65735
Кизляр;Республика Дагестан;Северо-Кавказский федеральный округ;43.84465;46.718689;49169
Махачкала;Республика Дагестан;Северо-Кавказский федеральный округ;42.972759;47.493599;577990
Хасавюрт;Республика Дагестан;Северо-Кавказский федеральный округ;43.246769;46.58939;133929
Дербент;Республика Дагестан;Северо-Кавказский федеральный округ;42.057831;48.30048;119961
Каспийск;Республика Дагестан;Северо-Кавказский федеральный округ;42.882751;47.638248;103914
Назрань;Республика Ингушетия;Северо-Кавказский федеральный округ;43.216667;44.766666;93357
Нальчик;Республика Кабардино-Балкария;Северо-Кавказский федеральный округ;43.48695;43.602989;240095
Элиста;Республика Калмыкия;Южный федеральный округ;46.312962;44.25346;103728
Нижний Архыз;Республика Карачаево-Черкессия;Северо-Кавказский федеральный округ;43.68412;41.482281;0
Черкесск;Республика Карачаево-Черкессия;Северо-Кавказский федеральный округ;44.23085;42.06477;121439
Кондопога;Республика Карелия;Северо-Западный федеральный округ;62.211479;34.26347;32978
Питкяранта;Республика Карелия;Северо-Западный федеральный округ;61.57349;31.47897;11484
Петрозаводск;Республика Карелия;Северо-Западный федеральный округ;61.7822;34.36208;263540
Медвежьегорск;Республика Карелия;Северо-Западный федеральный округ;62.91148;34.434586;15536
Сортавала;Республика Карелия;Северо-Западный федеральный округ;61.71196;30.702841;19215
Сегежа;Республика Карелия;Северо-Западный федеральный округ;63.743439;34.30312;29660
Воркута;Республика Коми;Северо-Западный федеральный округ;67.485046;64.029739;70551
Казлук;Республика Коми;Северо-Западный федеральный округ;62.108921;49.329414;0
Инта;Республика Коми;Северо-Западный федеральный округ;66.033142;60.165611;32021
Микунь;Республика Коми;Северо-Западный федеральный округ;62.359806;50.068817;10732
Печора;Республика Коми;Северо-Западный федеральный округ;65.144493;57.228489;43458
Сыктывкар;Республика Коми;Северо-Западный федеральный округ;61.681862;50.812771;235006
Усинск;Республика Коми;Северо-Западный федеральный округ;66.009308;57.547401;41100
Ухта;Республика Коми;Северо-Западный федеральный округ;63.569611;53.672981;99642
Волжск;Республика Марий Эл;Приволжский федеральный округ;55.870419;48.356049;55671
Йошкар-Ола;Республика Марий Эл;Приволжский федеральный округ;56.637501;47.891499;248688
Рузаевка;Республика Мордовия;Приволжский федеральный округ;54.061378;44.959679;47529
Саранск;Республика Мордовия;Приволжский федеральный округ;54.181381;45.17569;297425
Чамзинка;Республика Мордовия;Приволжский федеральный округ;54.413338;45.791187;0
Алдан;Республика Саха (Якутия);Дальневосточный федеральный округ;58.602169;125.368713;21277
Ленск;Республика Саха (Якутия);Дальневосточный федеральный округ;60.72686;114.945312;24955
Нерюнгри;Республика Саха (Якутия);Дальневосточный федеральный округ;56.671799;124.650436;61746
Якутск;Республика Саха (Якутия);Дальневосточный федеральный округ;62.039261;129.746399;269486
Владикавказ;Республика Северная Осетия (Алания);Северо-Кавказский федеральный округ;43.031231;44.67577;311635
Беслан;Республика Северная Осетия (Алания);Северо-Кавказский федеральный округ;43.192921;44.531033;36724
Альметьевск;Республика Татарстан;Приволжский федеральный округ;54.893219;52.34623;146309
Казань;Республика Татарстан;Приволжский федеральный округ;55.796539;49.1082;1143546
Лениногорск;Республика Татарстан;Приволжский федеральный округ;54.597561;52.458271;64145
Набережные Челны;Республика Татарстан;Приволжский федеральный округ;55.73;52.43322;513242
Нижнекамск;Республика Татарстан;Приволжский федеральный округ;55.629379;51.81094;234108
Менделеевск;Республика Татарстан;Приволжский федеральный округ;55.90892;52.29187;22075
Елабуга;Республика Татарстан;Приволжский федеральный округ;55.761799;52.06139;70750
Кызыл;Республика Тыва (Тува);Сибирский федеральный округ;51.721909;94.417397;109906
Глазов;Республика Удмуртия;Приволжский федеральный округ;58.135288;52.662441;95835
Воткинск;Республика Удмуртия;Приволжский федеральный округ;57.057541;53.99511;100034
Ижевск;Республика Удмуртия;Приволжский федеральный округ;56.842609;53.224449;628117
Можга;Республика Удмуртия;Приволжский федеральный округ;56.369301;52.24929;47959
Сарапул;Республика Удмуртия;Приволжский федеральный округ;56.476261;53.797562;101390
Абакан;Республика Хакасия;Сибирский федеральный округ;53.729172;91.461189;165183
Саяногорск;Республика Хакасия;Сибирский федеральный округ;53.089642;91.415703;49889
Черногорск;Республика Хакасия;Сибирский федеральный округ;53.826839;91.301826;72117
Абаза;Республика Хакасия;Сибирский федеральный округ;52.6542;90.0847;17111
Сорск;Республика Хакасия;Сибирский федеральный округ;54.0003;90.2532;12140
Грозный;Республика Чечня;Северо-Кавказский федеральный округ;43.309841;45.670391;271596
Гудермес;Республика Чечня;Северо-Кавказский федеральный округ;43.347652;46.093826;45643
Алатырь;Республика Чувашия;Приволжский федеральный округ;54.845501;46.567631;38202
Вурнары;Республика Чувашия;Приволжский федеральный округ;55.488831;46.963989;0
Канаш;Республика Чувашия;Приволжский федеральный округ;55.505409;47.499531;45608
Новочебоксарск;Республика Чувашия;Приволжский федеральный округ;56.099987;47.496471;124094
Чебоксары;Республика Чувашия;Приволжский федеральный округ;56.137451;47.24403;447929
Шумерля;Республика Чувашия;Приволжский федеральный округ;55.490311;46.428989;33412
Ядрин;Республика Чувашия;Приволжский федеральный округ;55.93977;46.20237;9614
Багаевский;Ростовская область;Южный федеральный округ;47.2668;40.407749;0
Батайск;Ростовская область;Южный федеральный округ;47.138779;39.754719;112400
Азов;Ростовская область;Южный федеральный округ;47.099049;39.438629;82882
Аксай;Ростовская область;Южный федеральный округ;47.266918;39.869141;41984
Волгодонск;Ростовская область;Южный федеральный округ;47.519039;42.141178;170621
Гуково;Ростовская область;Южный федеральный округ;47.986641;39.939968;67268
Белая Калитва;Ростовская область;Южный федеральный округ;48.19244;40.773819;43688
Веселый;Ростовская область;Южный федеральный округ;47.32991;39.302719;0
Вешенская;Ростовская область;Южный федеральный округ;49.630821;41.726101;0
Зимовники;Ростовская область;Южный федеральный округ;47.160622;42.474232;0
Зерноград;Ростовская область;Южный федеральный округ;46.853531;40.310371;26850
Романовская;Ростовская область;Южный федеральный округ;47.541531;42.029369;0
Ростов-на-Дону;Ростовская область;Южный федеральный округ;47.233189;39.715;1091544
Родионово-Несветайская;Ростовская область;Южный федеральный округ;47.612862;39.706558;0
Ремонтное;Ростовская область;Южный федеральный округ;46.565269;43.66362;0
Кагальницкая;Ростовская область;Южный федеральный округ;46.881489;40.15295;0
Казанская;Ростовская область;Южный федеральный округ;49.795689;41.13982;0
Каменоломни;Ростовская область;Южный федеральный округ;47.66843;40.2145;0
Каменск-Шахтинский;Ростовская область;Южный федеральный округ;48.319328;40.263828;95306
Кашары;Ростовская область;Южный федеральный округ;49.040451;41.003471;0
Красный Сулин;Ростовская область;Южный федеральный округ;47.895;40.06794;40866
Константиновск;Ростовская область;Южный федеральный округ;47.58543;41.108101;17926
Матвеев Курган;Ростовская область;Южный федеральный округ;47.571621;38.868889;0
Орловский;Ростовская область;Южный федеральный округ;46.877541;42.055698;0
Миллерово;Ростовская область;Южный федеральный округ;48.92363;40.40797;36493
Новошахтинск;Ростовская область;Южный федеральный округ;47.75872;39.933609;111087
Новочеркасск;Ростовская область;Южный федеральный округ;47.421982;40.091991;169039
Морозовск;Ростовская область;Южный федеральный округ;48.356541;41.816929;27644
Сальск;Ростовская область;Южный федеральный округ;46.474861;41.535431;61312
Семикаракорск;Ростовская область;Южный федеральный округ;47.513962;40.811501;23884
Таганрог;Ростовская область;Южный федеральный округ;47.221729;38.893318;257692
Тарасовский;Ростовская область;Южный федеральный округ;48.730179;40.368568;0
Егорлык;Ростовская область;Южный федеральный округ;46.293217;41.785385;0
Егорлыкская;Ростовская область;Южный федеральный округ;46.570709;40.66618;0
Никольск;Вологодская область;Северо-Западный федеральный округ;53.71447;46.084356;0
Цимлянск;Ростовская область;Южный федеральный округ;47.65102;42.090672;15029
Целина;Ростовская область;Южный федеральный округ;46.529099;41.02702;0
Чалтырь;Ростовская область;Южный федеральный округ;47.28653;39.50238;0
Чертково;Ростовская область;Южный федеральный округ;49.39061;40.142071;0
Шахты;Ростовская область;Южный федеральный округ;47.708519;40.215309;240152
Рязань;Рязанская область;Центральный федеральный округ;54.62466;39.738571;525062
Ряжск;Рязанская область;Центральный федеральный округ;53.707821;40.05962;21676
Касимов;Рязанская область;Центральный федеральный округ;54.94421;41.40678;33494
Новомичуринск;Рязанская область;Центральный федеральный округ;54.033161;39.737289;19309
Красный Яр;Самарская область;Приволжский федеральный округ;53.494171;50.40229;0
Кинель;Самарская область;Приволжский федеральный округ;53.218475;50.623631;34472
Новокуйбышевск;Самарская область;Приволжский федеральный округ;53.10807;49.92091;108449
Похвистнево;Самарская область;Приволжский федеральный округ;53.656189;52.127689;28181
Нефтегорск;Самарская область;Приволжский федеральный округ;52.802898;51.17337;18732
Самара;Самарская область;Приволжский федеральный округ;53.20216;50.159618;1164900
Сызрань;Самарская область;Приволжский федеральный округ;53.173111;48.46928;178773
Тольятти;Самарская область;Приволжский федеральный округ;53.535561;49.409569;719484
Усть-Кинельский;Самарская область;Приволжский федеральный округ;53.268551;50.568352;0
Жигулевск;Самарская область;Приволжский федеральный округ;53.411221;49.534931;0
Чапаевск;Самарская область;Приволжский федеральный округ;52.969608;49.69286;72689
Пулково;Санкт-Петербург;Северо-Западный федеральный округ;59.77021;30.344749;0
Санкт-Петербург;Санкт-Петербург;Северо-Западный федеральный округ;59.939037;30.315784;4848742
Сестрорецк;Санкт-Петербург;Северо-Западный федеральный округ;60.083229;29.95672;36680
Балаково;Саратовская область;Приволжский федеральный округ;52.021069;47.805759;199576
Балашов;Саратовская область;Приволжский федеральный округ;51.537449;43.15287;82222
Вольск;Саратовская область;Приволжский федеральный округ;52.044861;47.376011;66520
Аткарск;Саратовская область;Приволжский федеральный округ;51.864201;44.990952;25620
Маркс;Саратовская область;Приволжский федеральный округ;51.70768;46.749199;31535
Саратов;Саратовская область;Приволжский федеральный округ;51.533268;46.03455;836900
Татищево;Саратовская область;Приволжский федеральный округ;51.67215;45.598061;0
Энгельс;Саратовская область;Приволжский федеральный округ;51.479679;46.110069;202838
Александровск-Сахалинский;Сахалинская область;Дальневосточный федеральный округ;50.90081;142.152023;10613
Анива;Сахалинская область;Дальневосточный федеральный округ;46.718601;142.525467;8449
Корсаков;Сахалинская область;Дальневосточный федеральный округ;46.631454;142.796524;33526
Поронайск;Сахалинская область;Дальневосточный федеральный округ;49.21505;143.09108;16461
Холмск;Сахалинская область;Дальневосточный федеральный округ;47.062469;142.06131;30936
Тымовское;Сахалинская область;Дальневосточный федеральный округ;50.850788;142.660172;0
Южно-Сахалинск;Сахалинская область;Дальневосточный федеральный округ;46.961262;142.731979;181727
Артемовский;Свердловская область;Уральский федеральный округ;57.338169;61.903481;0
Алапаевск;Свердловская область;Уральский федеральный округ;57.854118;61.70573;38198
Богданович;Свердловская область;Уральский федеральный округ;56.78656;62.041012;31752
Асбест;Свердловская область;Уральский федеральный округ;57.00568;61.469711;70067
Верхняя Пышма;Свердловская область;Уральский федеральный округ;57.1199;60.601101;58707
Верхняя Салда;Свердловская область;Уральский федеральный округ;58.045601;60.553299;46240
Березовский;Свердловская область;Уральский федеральный округ;56.912811;60.804699;0
Ревда;Свердловская область;Уральский федеральный округ;56.811008;59.958149;61713
Каменск-Уральский;Свердловская область;Уральский федеральный округ;56.426479;61.908489;174710
Качканар;Свердловская область;Уральский федеральный округ;58.698349;59.489391;42563
Красноуральск;Свердловская область;Уральский федеральный округ;58.348961;60.051991;24973
Краснотурьинск;Свердловская область;Уральский федеральный округ;59.763851;60.20549;59701
Красноуфимск;Свердловская область;Уральский федеральный округ;56.60775;57.772541;80457
Кировград;Свердловская область;Уральский федеральный округ;57.419956;60.087418;21959
Кушва;Свердловская область;Уральский федеральный округ;58.28857;59.755299;33027
Лесной;Свердловская область;Уральский федеральный округ;57.201637;60.763428;52464
Нижний Тагил;Свердловская область;Уральский федеральный округ;57.9366;59.977249;361883
Нижние Серги;Свердловская область;Уральский федеральный округ;56.666668;59.299999;11217
Нижняя Салда;Свердловская область;Уральский федеральный округ;58.13065;60.9104;17969
Нижняя Тура;Свердловская область;Уральский федеральный округ;58.782398;59.76305;21596
Новоуральск;Свердловская область;Уральский федеральный округ;57.25;60.083332;91813
Полевской;Свердловская область;Уральский федеральный округ;56.440899;60.190731;64316
Невьянск;Свердловская область;Уральский федеральный округ;57.491871;60.207699;25147
Первоуральск;Свердловская область;Уральский федеральный округ;56.92305;59.9422;149800
Сухой Лог;Свердловская область;Уральский федеральный округ;56.895988;62.027569;34836
Сысерть;Свердловская область;Уральский федеральный округ;56.502602;60.807339;20594
Серов;Свердловская область;Уральский федеральный округ;59.598202;60.588459;99381
Екатеринбург;Свердловская область;Уральский федеральный округ;56.837814;60.596844;1377738
Севастополь;Севастополь;Крымский федеральный округ;44.50885;33.60051;0
Гагарин;Смоленская область;Центральный федеральный округ;55.550911;35.014992;31721
Вязьма;Смоленская область;Центральный федеральный округ;55.2122;34.309429;57103
Рославль;Смоленская область;Центральный федеральный округ;53.951031;32.864399;54898
Сафоново;Смоленская область;Центральный федеральный округ;55.10754;33.26759;46116
Смоленск;Смоленская область;Центральный федеральный округ;54.781101;32.048889;326863
Десногорск;Смоленская область;Центральный федеральный округ;54.154793;33.28651;29677
Ярцево;Смоленская область;Центральный федеральный округ;55.059761;32.68528;47853
Арзгир;Ставропольский край;Северо-Кавказский федеральный округ;45.368793;44.218266;0
Благодарный;Ставропольский край;Северо-Кавказский федеральный округ;45.10006;43.42812;32736
Александровское;Ставропольский край;Северо-Кавказский федеральный округ;44.716492;43.016281;0
Буденновск;Ставропольский край;Северо-Кавказский федеральный округ;44.780739;44.148499;0
Георгиевск;Ставропольский край;Северо-Кавказский федеральный округ;44.14735;43.46875;72126
Зеленокумск;Ставропольский край;Северо-Кавказский федеральный округ;44.417599;43.869781;35790
Изобильный;Ставропольский край;Северо-Кавказский федеральный округ;45.373009;41.710281;40546
Кисловодск;Ставропольский край;Северо-Кавказский федеральный округ;43.923;42.7244;128502
Ипатово;Ставропольский край;Северо-Кавказский федеральный округ;45.717491;42.914841;26055
Курсавка;Ставропольский край;Северо-Кавказский федеральный округ;44.456131;42.504639;0
Левокумское;Ставропольский край;Северо-Кавказский федеральный округ;44.822273;44.654617;0
Лермонтов;Ставропольский край;Северо-Кавказский федеральный округ;44.108204;42.95969;22540
Летняя Ставка;Ставропольский край;Северо-Кавказский федеральный округ;45.424969;43.442799;0
Минеральные Воды;Ставропольский край;Северо-Кавказский федеральный округ;44.214199;43.135109;76715
Новоалександровск;Ставропольский край;Северо-Кавказский федеральный округ;45.493282;41.216747;26759
Новопавловск;Ставропольский край;Северо-Кавказский федеральный округ;43.963779;43.631699;26556
Невинномысск;Ставропольский край;Северо-Кавказский федеральный округ;44.633308;41.93364;118351
Нефтекумск;Ставропольский край;Северо-Кавказский федеральный округ;44.753681;44.99028;27700
Пятигорск;Ставропольский край;Северо-Кавказский федеральный округ;44.04591;43.058739;142397
Светлоград;Ставропольский край;Северо-Кавказский федеральный округ;45.335289;42.854858;38520
Ставрополь;Ставропольский край;Северо-Кавказский федеральный округ;45.039131;41.98214;398266
Степное;Ставропольский край;Северо-Кавказский федеральный округ;44.272747;44.574913;0
Ессентуки;Ставропольский край;Северо-Кавказский федеральный округ;44.049809;42.857239;100969
Дивное;Ставропольский край;Северо-Кавказский федеральный округ;45.909531;43.348949;0
Железноводск;Ставропольский край;Северо-Кавказский федеральный округ;44.14278;43.01672;24496
Никольск;Пензенская область;Приволжский федеральный округ;53.71447;46.084356;0
Ржакса;Тамбовская область;Центральный федеральный округ;52.128868;42.019459;0
Инжавино;Тамбовская область;Центральный федеральный округ;52.320869;42.4963;0
Мичуринск;Тамбовская область;Центральный федеральный округ;52.900108;40.47987;98758
Тамбов;Тамбовская область;Центральный федеральный округ;52.7211;41.417351;280457
Бологое;Тверская область;Центральный федеральный округ;57.876301;34.073887;23499
Вышний Волочек;Тверская область;Центральный федеральный округ;57.591518;34.5564;0
Калязин;Тверская область;Центральный федеральный округ;57.24469;37.83757;13870
Кимры;Тверская область;Центральный федеральный округ;56.8773;37.342941;49623
Конаково;Тверская область;Центральный федеральный округ;56.69405;36.785881;41303
Тверь;Тверская область;Центральный федеральный округ;56.857929;35.923828;403726
Удомля;Тверская область;Центральный федеральный округ;57.872669;35.007809;31048
Чернышевск;Забайкальский край;Сибирский федеральный округ;52.530739;117.021461;0
Шелехов;Иркутская область;Сибирский федеральный округ;52.205914;104.098572;47960
Томск;Томская область;Сибирский федеральный округ;56.463989;84.962547;522940
Асино;Томская область;Сибирский федеральный округ;56.9894;86.1622;25614
Шерегеш;Кемеровская область;Сибирский федеральный округ;52.920509;87.995369;0
Яровое;Алтайский край;Сибирский федеральный округ;52.9339;78.573;18605
Алексин;Тульская область;Центральный федеральный округ;54.509521;37.061691;61738
Новомосковск;Тульская область;Центральный федеральный округ;54.079639;38.229549;131227
Суворов;Тульская область;Центральный федеральный округ;54.12516;36.49942;18975
Тула;Тульская область;Центральный федеральный округ;54.196678;37.617828;501129
Ефремов;Тульская область;Центральный федеральный округ;53.13905;38.113689;42350
Ак-Довурак;Республика Тыва (Тува);Сибирский федеральный округ;51.1788;90.5997;13469
Туран;Республика Тыва (Тува);Сибирский федеральный округ;52.1462;93.9195;4988
Чадан;Республика Тыва (Тува);Сибирский федеральный округ;51.2854;91.5841;9037
Шагонар;Республика Тыва (Тува);Сибирский федеральный округ;51.5349;92.7522;10958
Тобольск;Тюменская область;Уральский федеральный округ;58.184097;68.254623;99698
Тюмень;Тюменская область;Уральский федеральный округ;57.154949;65.51564;581758
Ульяновск;Ульяновская область;Приволжский федеральный округ;54.32148;48.385651;613793
Димитровград;Ульяновская область;Приволжский федеральный округ;54.22364;49.615059;122549
Ванино;Хабаровский край;Дальневосточный федеральный округ;49.09436;140.261108;0
Амурск;Хабаровский край;Дальневосточный федеральный округ;50.22578;136.907104;42977
Комсомольск-на-Амуре;Хабаровский край;Дальневосточный федеральный округ;50.538212;137.016907;263906
Николаевск-на-Амуре;Хабаровский край;Дальневосточный федеральный округ;53.1427;140.706406;22773
Новый Ургал;Хабаровский край;Дальневосточный федеральный округ;51.073612;132.564163;0
Советская Гавань;Хабаровский край;Дальневосточный федеральный округ;48.970188;140.291306;27712
Хабаровск;Хабаровский край;Дальневосточный федеральный округ;48.476719;135.09407;577668
Чегдомын;Хабаровский край;Дальневосточный федеральный округ;51.116901;132.977478;0
Озёрск;Калининградская область;Северо-Западный федеральный округ;55.763184;60.707599;0
Лангепас;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.263542;75.211662;41675
Когалым;Ханты-Мансийский автономный округ;Уральский федеральный округ;62.24012;74.526901;58192
Нижневартовск;Ханты-Мансийский автономный округ;Уральский федеральный округ;60.948009;76.555847;251860
Пыть-ях;Ханты-Мансийский автономный округ;Уральский федеральный округ;60.74976;72.859283;41453
Мегион;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.0504;76.113472;49471
Нефтеюганск;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.102322;72.60405;123276
Салым;Ханты-Мансийский автономный округ;Уральский федеральный округ;60.06599;71.460327;0
Советский;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.366711;63.543209;26434
Сургут;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.25716;73.400993;306703
Ханты-Мансийск;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.00079;69.006241;79410
Урай;Ханты-Мансийский автономный округ;Уральский федеральный округ;60.133301;64.80909;39435
Югорск;Ханты-Мансийский автономный округ;Уральский федеральный округ;61.316666;63.333332;34066
Озёрск;Челябинская область;Уральский федеральный округ;55.763184;60.707599;0
Верхний Уфалей;Челябинская область;Уральский федеральный округ;56.049999;60.233334;30504
Аша;Челябинская область;Уральский федеральный округ;55.002319;57.224812;31916
Златоуст;Челябинская область;Уральский федеральный округ;55.186119;59.646099;174985
Карабаш;Челябинская область;Уральский федеральный округ;55.455841;60.20385;13151
Коркино;Челябинская область;Уральский федеральный округ;54.913631;61.43174;38950
Копейск;Челябинская область;Уральский федеральный округ;55.118832;61.623619;137604
Кыштым;Челябинская область;Уральский федеральный округ;55.71859;60.549591;38950
Магнитогорск;Челябинская область;Уральский федеральный округ;53.45932;59.082581;408401
Озерск;Челябинская область;Уральский федеральный округ;55.755791;60.71413;0
Миасс;Челябинская область;Уральский федеральный округ;55.032791;60.121868;151812
Сатка;Челябинская область;Уральский федеральный округ;55.04678;58.973091;45465
Солнечная Долина;Челябинская область;Уральский федеральный округ;56.040054;60.727829;0
Снежинск;Челябинская область;Уральский федеральный округ;55.891819;60.763729;48896
Увельский;Челябинская область;Уральский федеральный округ;54.436146;61.37653;0
